DATE,FLUXNET-ID,IGBP,LE (W/m^2),VPD (kPa),TA (deg C),NETRAD (W/m^2),G (W/m^2),PA (kPa),RH,Std Dev RH
2011-01-02,US-CRT,CRO,12.68759072916666,0.17480208333333325,0.11759375000000065,16.892677083333343,-9.602562499999998,99.74878125,0.693374375,0.1278056284635919
2011-01-16,US-CRT,CRO,6.365296261904761,0.10743601190476186,-5.810395833333334,12.062425595238084,-6.890766369047632,99.84631398809526,0.7478826339285715,0.09488064356576881
2011-01-30,US-CRT,CRO,3.4552377171577318,0.08682440476190474,-5.607379464285716,6.016230654761906,-2.4145937499999994,99.74367113095234,0.7765757738095238,0.10379339115324407
2011-02-13,US-CRT,CRO,5.712234047410719,0.10959226190476189,-6.930769345238083,5.342111607142857,-3.166113095238095,99.92823214285723,0.7175319345238097,0.1273390890021844
2011-02-27,US-CRT,CRO,16.817754889821437,0.17699851190476212,0.17331696428571255,33.335019345238116,1.3831532738095267,99.9127008928571,0.754948645833333,0.13391649506492254
2011-03-13,US-CRT,CRO,26.743465491071447,0.1418184523809525,1.5253794642857148,56.84570535714279,3.3799404761904737,100.07253273809519,0.7924294196428592,0.11338849789004628
2011-03-27,US-CRT,CRO,44.242056741071444,0.2330029761904761,3.320233630952377,112.56119196428587,12.972645833333328,100.05979613095239,0.7383710416666663,0.14153203989011015
2011-04-10,US-CRT,CRO,29.894504328869072,0.2695178571428573,4.991132440476191,89.54229910714288,18.236263392857158,99.35017261904771,0.7302532589285715,0.17176275320082643
2011-04-24,US-CRT,CRO,56.976497218181784,0.3332236363636363,7.679874545454538,116.4260909090909,8.443905454545465,99.48195636363633,0.7116540363636366,0.1440650150263214
2011-05-08,US-CRT,CRO,66.32956120521165,0.45380456026058646,11.396374592833876,148.03773615635177,12.71219218241043,99.95220846905535,0.699798045602606,0.1714727971968756
2011-05-22,US-CRT,CRO,78.420418125,0.3778690476190475,15.371340773809514,135.59327976190477,14.582766369047627,99.30214732142858,0.8184833333333336,0.14348725961884556
2011-06-05,US-CRT,CRO,92.01903993749995,0.7813050595238094,20.577625000000015,171.63874553571418,12.515023809523809,99.6049151785714,0.7389091220238103,0.19042440493984622
2011-06-19,US-CRT,CRO,42.78432401488096,0.9930223214285703,22.030641369047586,163.70855803571402,7.657409226190488,99.43279017857132,0.6865432291666668,0.176911889505551
2011-07-03,US-CRT,CRO,58.72603221875002,1.0276071428571427,23.112749999999977,174.0658392857142,8.190578869047622,99.29874702380955,0.6836942857142856,0.1841602509457488
2011-07-17,US-CRT,CRO,89.1780059241072,1.2598035714285716,25.131029761904777,187.8774999999998,9.694864583333334,99.57637053571423,0.6506188095238093,0.17828238422836815
2011-07-31,US-CRT,CRO,174.16623462797614,0.7656979166666663,26.464227678571422,176.65508779761905,2.221736607142859,99.44412648809512,0.8100795238095241,0.15211155979223168
2011-08-14,US-CRT,CRO,145.6387608392857,0.509959821428571,22.948230654761907,154.02524107142864,-0.6869419642857135,99.14745833333333,0.835593303571428,0.14168074531054908
2011-08-28,US-CRT,CRO,135.6792777232143,0.631998511904761,21.236681547619042,171.4816086309522,-0.19502529761904833,99.45455357142856,0.7891795386904752,0.15362476045247056
2011-09-11,US-CRT,CRO,96.25155105812223,0.45297615499254795,20.269138599105812,112.62871087928464,-0.2798986587183309,99.6104932935917,0.8464452459016396,0.1441723636129786
2011-09-25,US-CRT,CRO,70.73204531101179,0.36306994047619023,16.148492559523817,111.79441220238115,-4.0804747023809504,99.91510714285728,0.8300111904761903,0.14915567445500552
2011-10-09,US-CRT,CRO,40.236975074404704,0.4079717261904762,14.107723214285716,92.3107901785714,-3.419921130952385,99.91458482142856,0.7985103125000002,0.18202203304930265
2011-10-23,US-CRT,CRO,35.680836840773836,0.3569538690476189,11.751477678571417,56.218622023809516,-7.527930059523803,98.97255803571434,0.7717859970238095,0.17848685842965978
2011-11-06,US-CRT,CRO,33.871067574404705,0.37738392857142855,8.481806547619048,66.20250148809522,-6.749211309523818,100.03758630952383,0.7129936458333334,0.1709257636470943
2011-11-20,US-CRT,CRO,33.734865089285705,0.35419196428571387,8.797172619047634,41.02995684523815,-4.971572916666667,99.51703125000002,0.7043166071428575,0.16137239995938016
2011-12-04,US-CRT,CRO,26.604777306547597,0.1878169642857141,5.744791666666669,29.796059523809504,-5.758955357142854,99.98121577380954,0.817852886904762,0.11151666022037035
2011-12-18,US-CRT,CRO,21.36951555059526,0.13700297619047622,0.9382648809523806,24.517616071428577,-6.127714285714293,100.42074553571439,0.7853218601190486,0.11840345620921447
2012-01-01,US-CRT,CRO,25.57727275297619,0.15142410714285712,2.9714613095238085,27.30406398809525,-2.3826681547619066,99.52173958333337,0.7980375297619042,0.10215845294758
2012-01-15,US-CRT,CRO,23.300928437499994,0.1583690476190474,-0.7166696428571431,33.184099702380934,-3.5836071428571437,99.5196160714286,0.745136964285714,0.10356716736445672
2012-01-29,US-CRT,CRO,23.04477439136902,0.1222053571428571,-1.0678645833333333,20.214025297619052,-0.8632901785714286,99.62893154761903,0.7805383184523813,0.11413038897258727
2012-02-12,US-CRT,CRO,23.238919955357183,0.16860267857142852,0.4590431547619075,48.137351190476195,-2.6143035714285703,100.19996130952374,0.7569127827380961,0.10950387058396964
2012-02-26,US-CRT,CRO,23.36815539732141,0.15267708333333344,0.8398303571428579,52.62737946428571,-1.1773214285714293,99.5530044642857,0.7701239732142854,0.12131336540451665
2012-03-11,US-CRT,CRO,50.84925024553573,0.3035669642857142,3.854011904761908,78.07122916666665,0.6395386904761896,100.13873809523818,0.6850701041666666,0.15922164283127693
2012-03-25,US-CRT,CRO,57.42744565699403,0.3867172619047617,15.76395982142856,119.70836011904741,12.016186011904761,100.18683184523817,0.8192956547619041,0.15086504405857462
2012-04-08,US-CRT,CRO,48.822211405082214,0.41569207772795264,7.520748878923759,133.9813527653215,-0.37087593423019194,100.22997309417056,0.6531407623318389,0.17146207602073452
2012-04-22,US-CRT,CRO,41.10753868050591,0.6127633928571429,11.04397916666666,127.76901041666676,8.549556547619046,100.1402276785713,0.6033959672619043,0.1783724818491637
2012-05-06,US-CRT,CRO,47.2836559657321,0.6322570093457943,13.097459501557626,135.6654595015575,9.43678660436138,100.01688629283491,0.619507975077882,0.208096832547567
2012-05-20,US-CRT,CRO,61.80421161631422,0.9302386706948649,16.45844259818731,183.99068277945605,10.524641993957701,100.17335196374637,0.5801403474320238,0.20669339101941434
2012-06-03,US-CRT,CRO,51.863043900297626,1.151973214285713,20.734468750000012,168.12396130952376,9.601361607142858,99.70582738095243,0.6074228720238091,0.18561629747294905
2012-06-17,US-CRT,CRO,63.19051650827069,1.2390015037593998,21.531678195488738,185.1056676691729,13.686786466165398,100.12432631578938,0.5765785263157901,0.18918401989907704
2012-07-01,US-CRT,CRO,108.26052290327372,1.4620312500000008,24.795319940476205,193.0058749999999,16.240849702380935,99.8687410714286,0.5906045238095237,0.1835479663669637
2012-07-15,US-CRT,CRO,133.42984845238107,1.2153065476190488,25.491328869047628,190.78138690476186,12.326955357142852,100.09147916666676,0.6748282291666672,0.16370442386276396
2012-07-29,US-CRT,CRO,122.52694596577389,1.1149642857142859,25.097836309523807,174.11851041666648,6.810498511904766,99.87122916666671,0.6943515624999997,0.15370106465019734
2012-08-12,US-CRT,CRO,117.76091427827383,0.8561681547619057,22.524035714285713,159.5934077380953,3.108949404761899,99.82609672619057,0.7372020238095238,0.16001974557671794
2012-08-26,US-CRT,CRO,106.42297411755953,0.7480669642857138,20.204244047619046,162.96284523809533,0.48917113095238235,100.08030505952377,0.7381384970238104,0.17133048802431441
2012-09-09,US-CRT,CRO,90.77727279761902,0.5896919642857144,21.345242559523832,133.80379761904751,1.3148541666666653,99.93159226190467,0.7928720982142851,0.1441698214344162
2012-09-23,US-CRT,CRO,48.43800223809522,0.7012574404761907,15.814806547619066,119.88361160714256,-4.473523809523808,100.32338392857153,0.6885536160714283,0.19983593697325952
2012-10-07,US-CRT,CRO,37.931465757440506,0.42613988095238137,13.566273809523818,87.85496726190479,-1.3475684523809524,100.15413244047622,0.7613047619047628,0.1727548227625573
2012-10-21,US-CRT,CRO,40.173127304464316,0.46297321428571425,10.950956845238105,79.06316815476197,-1.098446428571428,99.82695089285711,0.6861615773809523,0.1607231556433368
2012-11-04,US-CRT,CRO,53.493371694915304,0.40422372881355895,9.972286440677959,45.48319152542376,-8.053547457627122,99.85037796610166,0.7290034915254238,0.11811487008627032
2012-11-18,US-CRT,CRO,24.664998954432637,0.2855744680851064,5.249609929078011,49.13950886524814,-5.486916666666666,100.78383865248227,0.7521093794326231,0.15091607003738533
2012-12-02,US-CRT,CRO,21.870544503412948,0.23808361774744016,3.993895904436859,36.18068941979519,-3.4727730375426584,100.52907337883954,0.7312839761092148,0.12906009683715772
